<<<<<<< HEAD
BlackBox ; 
BlackBoX ; 0.024719238281250000, 0.020492553710937500, 0.000091552734375000,  ,  0.991 
BlackBoX ; 0.051742553710937500, 0.043258666992187500, 0.000183105468750000,  ,  1.311 
BlackBoX ; 0.028488159179687500, 0.021667480468750000, 0.002334594726562500,  ,  1.337 
BlackBoX ; 0.023864746093750000, 0.019760131835937500, 0.000091552734375000,  ,  1.363 
BlackBoX ; 0.059036254882812500, 0.037536621093750000, 0.011123657226562500,  ,  1.286 
BlackBoX ; 0.030792236328125000, 0.021743774414062500, 0.004089355468750000,  ,  1.271 
BlackBoX ; 0.023635864257812500, 0.019485473632812500, 0.000091552734375000,  ,  1.081 
BlackBoX ; 0.019332885742187500, 0.015731811523437500, 0.000091552734375000,  ,  0.798 
BlackBoX ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.741 
BlackBoX ; 0.020111083984375000, 0.016601562500000000, 0.000091552734375000,  ,  0.752 
BlackBoX ; 0.018432617187500000, 0.015060424804687500, 0.000091552734375000,  ,  0.747 
BlackBoX ; 0.019073486328125000, 0.015686035156250000, 0.000091552734375000,  ,  0.769 
BlackBoX ; 0.021896362304687500, 0.018051147460937500, 0.000091552734375000,  ,  1.095 
BlackBoX ; 0.019058227539062500, 0.015518188476562500, 0.000091552734375000,  ,  0.897 
BlackBoX ; 0.023330688476562500, 0.019439697265625000, 0.000091552734375000,  ,  0.86 
BlackBoX ; 0.027557373046875000, 0.018356323242187500, 0.004348754882812500,  ,  1.125 
BlackBoX ; 0.028289794921875000, 0.017318725585937500, 0.005752563476562500,  ,  1.112 
BlackBoX ; 0.030609130859375000, 0.020278930664062500, 0.005249023437500000,  ,  1.557 
BlackBoX ; 0.066802978515625000, 0.043075561523437500, 0.013671875000000000,  ,  1.626 
BlackBoX ; 0.029357910156250000, 0.019134521484375000, 0.005371093750000000,  ,  1.221 
BlackBoX ; 0.027923583984375000, 0.017852783203125000, 0.005416870117187500,  ,  1.176 
BlackBoX ; 0.056701660156250000, 0.034606933593750000, 0.011322021484375000,  ,  1.346 
BlackBoX ; 0.021026611328125000, 0.015609741210937500, 0.001617431640625000,  ,  0.88 
BlackBoX ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.919 
BlackBoX ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.835 
BlackBoX ; 0.020034790039062500, 0.016448974609375000, 0.000091552734375000,  ,  0.8 
BlackBoX ; 0.019180297851562500, 0.015792846679687500, 0.000091552734375000,  ,  0.753 
BlackBoX ; 0.021759033203125000, 0.018051147460937500, 0.000091552734375000,  ,  0.796 
BlackBoX ; 0.028076171875000000, 0.019927978515625000, 0.003433227539062500,  ,  1.378 
BlackBoX ; 0.028930664062500000, 0.017837524414062500, 0.005722045898437500,  ,  1.09 
BlackBoX ; 0.026290893554687500, 0.016220092773437500, 0.005355834960937500,  ,  1.009 
BlackBoX ; 0.027496337890625000, 0.017639160156250000, 0.005477905273437500,  ,  1.005 
BlackBoX ; 0.027038574218750000, 0.016525268554687500, 0.006225585937500000,  ,  1.202 
BlackBoX ; 0.061141967773437500, 0.041519165039062500, 0.009765625000000000,  ,  1.473 
BlackBoX ; 0.026062011718750000, 0.021102905273437500, 0.000808715820312500,  ,  1.408 
BlackBoX ; 0.056793212890625000, 0.036483764648437500, 0.009750366210937500,  ,  1.403 
BlackBoX ; 0.024734497070312500, 0.015670776367187500, 0.004272460937500000,  ,  0.979 
BlackBoX ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.836 
BlackBoX ; 0.019180297851562500, 0.015640258789062500, 0.000091552734375000,  ,  1.074 
BlackBoX ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.853 
BlackBoX ; 0.019836425781250000, 0.016311645507812500, 0.000091552734375000,  ,  0.818 
BlackBoX ; 0.019515991210937500, 0.016128540039062500, 0.000091552734375000,  ,  0.783 
BlackBoX ; 0.019790649414062500, 0.016265869140625000, 0.000091552734375000,  ,  0.785 
BlackBoX ; 0.025588989257812500, 0.019866943359375000, 0.001617431640625000,  ,  1.077 
BlackBoX ; 0.030059814453125000, 0.019714355468750000, 0.004913330078125000,  ,  1.573 
BlackBoX ; 0.061859130859375000, 0.041931152343750000, 0.009475708007812500,  ,  1.572 
BlackBoX ; 0.032455444335937500, 0.021194458007812500, 0.006195068359375000,  ,  1.451 
BlackBoX ; 0.058990478515625000, 0.038940429687500000, 0.010574340820312500,  ,  1.27 
BlackBoX ; 0.026855468750000000, 0.016647338867187500, 0.005096435546875000,  ,  1.063 
BlackBoX ; 0.027389526367187500, 0.017349243164062500, 0.005035400390625000,  ,  1.059 
BlackBoX ; 0.025482177734375000, 0.015731811523437500, 0.004669189453125000,  ,  0.942 
BlackBoX ; 0.020523071289062500, 0.015960693359375000, 0.001052856445312500,  ,  0.831 
BlackBoX ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.751 
BlackBoX ; 0.020507812500000000, 0.016906738281250000, 0.000091552734375000,  ,  1.022 
BlackBoX ; 0.021789550781250000, 0.018005371093750000, 0.000091552734375000,  ,  0.835 
BlackBoX ; 0.018722534179687500, 0.015197753906250000, 0.000091552734375000,  ,  0.767 
BlackBoX ; 0.018737792968750000, 0.015411376953125000, 0.000091552734375000,  ,  0.747 
BlackBoX ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.772 
BlackBoX ; 0.019668579101562500, 0.000000000000000000, 0.000000000000000000,  ,  0.908 
BlackBoX ; 0.045379638671875000, 0.037551879882812500, 0.000183105468750000,  ,  1.184 
BlackBoX ; 0.028656005859375000, 0.019760131835937500, 0.003799438476562500,  ,  1.388 
BlackBoX ; 0.060943603515625000, 0.042037963867187500, 0.008300781250000000,  ,  1.673 
BlackBoX ; 0.030899047851562500, 0.021255493164062500, 0.004669189453125000,  ,  1.655 
BlackBoX ; 0.062164306640625000, 0.042297363281250000, 0.010101318359375000,  ,  1.317 
BlackBoX ; 0.029968261718750000, 0.021102905273437500, 0.004119873046875000,  ,  1.139 
BlackBoX ; 0.029281616210937500, 0.020416259765625000, 0.004211425781250000,  ,  1.245 
BlackBoX ; 0.029510498046875000, 0.020370483398437500, 0.004165649414062500,  ,  1.096 
BlackBoX ; 0.030639648437500000, 0.021301269531250000, 0.004226684570312500,  ,  1.029 
BlackBoX ; 0.028289794921875000, 0.022033691406250000, 0.001876831054687500,  ,  0.992 
BlackBoX ; 0.026031494140625000, 0.022003173828125000, 0.000091552734375000,  ,  0.948 
BlackBoX ; 0.025161743164062500, 0.021514892578125000, 0.000091552734375000,  ,  0.869 
BlackBoX ; 0.024948120117187500, 0.021377563476562500, 0.000091552734375000,  ,  0.841 
BlackBoX ; 0.025329589843750000, 0.021697998046875000, 0.000091552734375000,  ,  0.968 
BlackBoX ; 0.025436401367187500, 0.021789550781250000, 0.000091552734375000,  ,  0.834 
BlackBoX ; 0.027633666992187500, 0.022827148437500000, 0.000762939453125000,  ,  1.273 
BlackBoX ; 0.030410766601562500, 0.021438598632812500, 0.003784179687500000,  ,  1.669 
BlackBoX ; 0.061904907226562500, 0.042999267578125000, 0.008193969726562500,  ,  1.767 
BlackBoX ; 0.060028076171875000, 0.040390014648437500, 0.010116577148437500,  ,  1.449 
BlackBoX ; 0.029373168945312500, 0.020019531250000000, 0.004745483398437500,  ,  1.224 
BlackBoX ; 0.025268554687500000, 0.016754150390625000, 0.003982543945312500,  ,  1.03 
BlackBoX ; 0.025009155273437500, 0.016006469726562500, 0.004425048828125000,  ,  0.929 
BlackBoX ; 0.027938842773437500, 0.018661499023437500, 0.004135131835937500,  ,  1.243 
BlackBoX ; 0.027847290039062500, 0.018386840820312500, 0.004180908203125000,  ,  1.045 
BlackBoX ; 0.021179199218750000, 0.015487670898437500, 0.001922607421875000,  ,  0.82 
BlackBoX ; 0.018936157226562500, 0.015487670898437500, 0.000091552734375000,  ,  0.747 
BlackBoX ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.731 
BlackBoX ; 0.020019531250000000, 0.016479492187500000, 0.000091552734375000,  ,  0.885 
BlackBoX ; 0.020782470703125000, 0.017181396484375000, 0.000091552734375000,  ,  1.063 
BlackBoX ; 0.021072387695312500, 0.017257690429687500, 0.000091552734375000,  ,  0.804 
BlackBoX ; 0.020599365234375000, 0.016967773437500000, 0.000091552734375000,  ,  1.032 
BlackBoX ; 0.059127807617187500, 0.041595458984375000, 0.007171630859375000,  ,  1.376 
BlackBoX ; 0.029418945312500000, 0.020385742187500000, 0.004013061523437500,  ,  1.688 
BlackBoX ; 0.061645507812500000, 0.042388916015625000, 0.009536743164062500,  ,  1.539 
BlackBoX ; 0.027908325195312500, 0.018035888671875000, 0.005264282226562500,  ,  1.15 
BlackBoX ; 0.025207519531250000, 0.016677856445312500, 0.004058837890625000,  ,  1.028 
BlackBoX ; 0.024719238281250000, 0.015838623046875000, 0.004241943359375000,  ,  0.97 
BlackBoX ; 0.024917602539062500, 0.015731811523437500, 0.004241943359375000,  ,  0.959 
BlackBoX ; 0.025039672851562500, 0.015914916992187500, 0.004211425781250000,  ,  1.087 
BlackBoX ; 0.023315429687500000, 0.017395019531250000, 0.001785278320312500,  ,  1.128 
BlackBoX ; 0.019882202148437500, 0.016189575195312500, 0.000091552734375000,  ,  0.835 
BlackBoX ; 0.019882202148437500, 0.016387939453125000, 0.000091552734375000,  ,  0.795 
BlackBoX ; 0.019271850585937500, 0.015808105468750000, 0.000091552734375000,  ,  0.82 
BlackBoX ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.759 
BlackBoX ; 0.019317626953125000, 0.015914916992187500, 0.000091552734375000,  ,  0.801 
BlackBoX ; 0.053100585937500000, 0.039047241210937500, 0.004943847656250000,  ,  1.381 
BlackBoX ; 0.026016235351562500, 0.016418457031250000, 0.004638671875000000,  ,  1.041 
BlackBoX ; 0.029434204101562500, 0.020187377929687500, 0.004379272460937500,  ,  1.572 
BlackBoX ; 0.063186645507812500, 0.042419433593750000, 0.011001586914062500,  ,  1.603 
BlackBoX ; 0.029449462890625000, 0.019989013671875000, 0.004592895507812500,  ,  1.396 
BlackBoX ; 0.026519775390625000, 0.017456054687500000, 0.004592895507812500,  ,  1.079 
BlackBoX ; 0.025711059570312500, 0.015899658203125000, 0.004745483398437500,  ,  1.043 
BlackBoX ; 0.024688720703125000, 0.015274047851562500, 0.004592895507812500,  ,  1.01 
BlackBoX ; 0.024688720703125000, 0.016555786132812500, 0.003341674804687500,  ,  1.087 
BlackBoX ; 0.023498535156250000, 0.019439697265625000, 0.000091552734375000,  ,  0.882 
BlackBoX ; 0.019668579101562500, 0.016128540039062500, 0.000091552734375000,  ,  0.779 
BlackBoX ; 0.019088745117187500, 0.015747070312500000, 0.000091552734375000,  ,  0.751 
BlackBoX ; 0.019348144531250000, 0.015914916992187500, 0.000091552734375000,  ,  0.807 
BlackBoX ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.826 
BlackBoX ; 0.020263671875000000, 0.016708374023437500, 0.000091552734375000,  ,  1.019 
BlackBoX ; 0.023803710937500000, 0.019729614257812500, 0.000091552734375000,  ,  0.992 
BlackBoX ; 0.052337646484375000, 0.036590576171875000, 0.006332397460937500,  ,  1.201 
BlackBoX ; 0.030151367187500000, 0.020950317382812500, 0.004074096679687500,  ,  1.724 
BlackBoX ; 0.060745239257812500, 0.041519165039062500, 0.009246826171875000,  ,  1.521 
BlackBoX ; 0.031585693359375000, 0.021575927734375000, 0.005294799804687500,  ,  1.391 
BlackBoX ; 0.029754638671875000, 0.020736694335937500, 0.004135131835937500,  ,  1.169 
BlackBoX ; 0.059448242187500000, 0.041931152343750000, 0.008377075195312500,  ,  1.155 
BlackBoX ; 0.031219482421875000, 0.021621704101562500, 0.004241943359375000,  ,  1.455 
BlackBoX ; 0.030212402343750000, 0.020935058593750000, 0.004058837890625000,  ,  1.066 
BlackBoX ; 0.026748657226562500, 0.021514892578125000, 0.001266479492187500,  ,  0.854 
BlackBoX ; 0.025253295898437500, 0.021575927734375000, 0.000091552734375000,  ,  0.866 
<<<<<<< HEAD
BlackBoX ; 
>>>>>>> b689b7f227db09fcc0db51771cfdc05de1a826f2
=======
amazonQ ; 0.000000000000000000, 0.014678955078125000, 0.000579833984375000,  ,  0.935 
amazonQ ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.691 
amazonQ ; 0.019561767578125000, 0.015716552734375000, 0.000610351562500000,  ,  0.816 
amazonQ ; 0.019363403320312500, 0.015487670898437500, 0.000595092773437500,  ,  0.699 
amazonQ ; 0.025955200195312500, 0.019058227539062500, 0.002487182617187500,  ,  0.918 
amazonQ ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.883 
amazonQ ; 0.026351928710937500, 0.000000000000000000, 0.000000000000000000,  ,  0.947 
amazonQ ; 0.047851562500000000, 0.038085937500000000, 0.001998901367187500,  ,  1.117 
amazonQ ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.848 
amazonQ ; 0.025543212890625000, 0.021102905273437500, 0.000610351562500000,  ,  0.985 
amazonQ ; 0.025054931640625000, 0.020431518554687500, 0.000625610351562500,  ,  0.83 
amazonQ ; 0.023986816406250000, 0.019592285156250000, 0.000579833984375000,  ,  0.951 
amazonQ ; 0.027069091796875000, 0.022674560546875000, 0.000625610351562500,  ,  0.757 
amazonQ ; 0.025299072265625000, 0.021133422851562500, 0.000595092773437500,  ,  0.919 
amazonQ ; 0.025161743164062500, 0.020492553710937500, 0.000595092773437500,  ,  1.29 
amazonQ ; 0.028366088867187500, 0.022018432617187500, 0.001876831054687500,  ,  1.163 
amazonQ ; 0.051528930664062500, 0.039031982421875000, 0.004364013671875000,  ,  1.393 
amazonQ ; 0.028564453125000000, 0.018798828125000000, 0.004592895507812500,  ,  1.073 
amazonQ ; 0.025619506835937500, 0.016586303710937500, 0.004074096679687500,  ,  0.961 
amazonQ ; 0.028274536132812500, 0.019256591796875000, 0.003875732421875000,  ,  1.188 
amazonQ ; 0.029037475585937500, 0.019546508789062500, 0.004150390625000000,  ,  1.234 
amazonQ ; 0.062530517578125000, 0.044067382812500000, 0.008758544921875000,  ,  2.16 
amazonQ ; 0.062973022460937500, 0.043533325195312500, 0.010147094726562500,  ,  1.266 
amazonQ ; 0.028579711914062500, 0.019851684570312500, 0.003936767578125000,  ,  1.151 
amazonQ ; 0.029434204101562500, 0.019897460937500000, 0.004333496093750000,  ,  1.019 
amazonQ ; 0.029571533203125000, 0.021606445312500000, 0.003372192382812500,  ,  0.925 
amazonQ ; 0.026351928710937500, 0.021774291992187500, 0.000640869140625000,  ,  1.134 
amazonQ ; 0.052154541015625000, 0.041351318359375000, 0.002441406250000000,  ,  1.768 
amazonQ ; 0.025695800781250000, 0.020462036132812500, 0.001220703125000000,  ,  1.162 
amazonQ ; 0.028671264648437500, 0.019210815429687500, 0.004913330078125000,  ,  1.187 
amazonQ ; 0.026107788085937500, 0.016754150390625000, 0.004364013671875000,  ,  0.907 
amazonQ ; 0.028411865234375000, 0.018814086914062500, 0.004364013671875000,  ,  1.147 
amazonQ ; 0.029220581054687500, 0.019424438476562500, 0.004425048828125000,  ,  1.303 
amazonQ ; 0.027816772460937500, 0.038879394531250000, 0.008987426757812500,  ,  1.48 
amazonQ ; 0.030075073242187500, 0.019653320312500000, 0.005691528320312500,  ,  1.322 
amazonQ ; 0.029724121093750000, 0.019638061523437500, 0.005249023437500000,  ,  1.277 
amazonQ ; 0.030471801757812500, 0.021667480468750000, 0.004257202148437500,  ,  1.027 
amazonQ ; 0.031738281250000000, 0.021835327148437500, 0.004653930664062500,  ,  1.092 
amazonQ ; 0.056198120117187500, 0.041259765625000000, 0.005477905273437500,  ,  1.435 
amazonQ ; 0.024063110351562500, 0.019531250000000000, 0.000625610351562500,  ,  1.204 
amazonQ ; 0.026275634765625000, 0.019256591796875000, 0.002746582031250000,  ,  1.404 
amazonQ ; 0.030364990234375000, 0.020690917968750000, 0.004623413085937500,  ,  0.95 
amazonQ ; 0.024932861328125000, 0.016113281250000000, 0.003906250000000000,  ,  0.917 
amazonQ ; 0.024993896484375000, 0.016021728515625000, 0.004074096679687500,  ,  0.893 
amazonQ ; 0.025634765625000000, 0.016723632812500000, 0.004058837890625000,  ,  0.881 
amazonQ ; 0.024612426757812500, 0.016326904296875000, 0.004013061523437500,  ,  0.806 
amazonQ ; 0.027954101562500000, 0.018554687500000000, 0.005004882812500000,  ,  1.006 
amazonQ ; 0.027694702148437500, 0.018173217773437500, 0.005294799804687500,  ,  1.26 
amazonQ ; 0.025650024414062500, 0.016464233398437500, 0.004638671875000000,  ,  1.293 
amazonQ ; 0.028747558593750000, 0.019836425781250000, 0.000000000000000000,  ,  0.886 
amazonQ ; 0.026153564453125000, 0.016860961914062500, 0.004364013671875000,  ,  0.891 
amazonQ ; 0.024551391601562500, 0.017776489257812500, 0.002502441406250000,  ,  1.097 
amazonQ ; 0.024719238281250000, 0.020111083984375000, 0.000625610351562500,  ,  1.133 
amazonQ ; 0.022506713867187500, 0.018051147460937500, 0.000000000000000000,  ,  0.908 
amazonQ ; 0.025390625000000000, 0.020874023437500000, 0.000610351562500000,  ,  0.925 
amazonQ ; 0.027267456054687500, 0.022933959960937500, 0.000625610351562500,  ,  0.916 
amazonQ ; 0.024734497070312500, 0.020187377929687500, 0.000595092773437500,  ,  0.918 
amazonQ ; 0.025390625000000000, 0.021270751953125000, 0.000595092773437500,  ,  1.139 
amazonQ ; 0.056961059570312500, 0.047805786132812500, 0.001220703125000000,  ,  1.262 
amazonQ ; 0.025665283203125000, 0.020904541015625000, 0.000610351562500000,  ,  1.623 
amazonQ ; 0.027786254882812500, 0.021484375000000000, 0.001907348632812500,  ,  1.265 
amazonQ ; 0.023635864257812500, 0.019165039062500000, 0.000595092773437500,  ,  0.997 
amazonQ ; 0.057037353515625000, 0.040283203125000000, 0.007446289062500000,  ,  1.49 
amazonQ ; 0.028945922851562500, 0.019454956054687500, 0.004119873046875000,  ,  1.252 
amazonQ ; 0.027221679687500000, 0.018341064453125000, 0.007827758789062500,  ,  1.338 
amazonQ ; 0.029083251953125000, 0.020156860351562500, 0.004119873046875000,  ,  1.26 
amazonQ ; 0.029495239257812500, 0.020172119140625000, 0.004791259765625000,  ,  0.954 
amazonQ ; 0.031341552734375000, 0.021041870117187500, 0.005416870117187500,  ,  1.437 
amazonQ ; 0.062500000000000000, 0.044815063476562500, 0.008636474609375000,  ,  1.427 
amazonQ ; 0.030197143554687500, 0.020553588867187500, 0.004318237304687500,  ,  1.055 
amazonQ ; 0.027816772460937500, 0.019561767578125000, 0.003356933593750000,  ,  1.445 
amazonQ ; 0.027420043945312500, 0.021133422851562500, 0.001846313476562500,  ,  1.323 
amazonQ ; 0.056793212890625000, 0.042755126953125000, 0.005142211914062500,  ,  1.633 
amazonQ ; 0.026947021484375000, 0.017578125000000000, 0.004348754882812500,  ,  0.923 
amazonQ ; 0.024093627929687500, 0.015518188476562500, 0.003845214843750000,  ,  0.834 
amazonQ ; 0.025680541992187500, 0.016464233398437500, 0.004180908203125000,  ,  0.916 
amazonQ ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.793 
amazonQ ; 0.055084228515625000, 0.037399291992187500, 0.008193969726562500,  ,  1.269 
amazonQ ; 0.031295776367187500, 0.021133422851562500, 0.005371093750000000,  ,  1.209 
amazonQ ; 0.029434204101562500, 0.019561767578125000, 0.005340576171875000,  ,  1.128 
amazonQ ; 0.027893066406250000, 0.019348144531250000, 0.003860473632812500,  ,  1.062 
amazonQ ; 0.030380249023437500, 0.020874023437500000, 0.004333496093750000,  ,  1.271 
amazonQ ; 0.029876708984375000, 0.020370483398437500, 0.004211425781250000,  ,  1.022 
amazonQ ; 0.026641845703125000, 0.021011352539062500, 0.001541137695312500,  ,  0.814 
amazonQ ; 0.025344848632812500, 0.021240234375000000, 0.000625610351562500,  ,  0.819 
amazonQ ; 0.025009155273437500, 0.020431518554687500, 0.000610351562500000,  ,  1.22 
amazonQ ; 0.028060913085937500, 0.021697998046875000, 0.002471923828125000,  ,  1.199 
amazonQ ; 0.028457641601562500, 0.021575927734375000, 0.002487182617187500,  ,  1.274 
amazonQ ; 0.027923583984375000, 0.018768310546875000, 0.004409790039062500,  ,  1.143 
amazonQ ; 0.025711059570312500, 0.016632080078125000, 0.004119873046875000,  ,  1.005 
amazonQ ; 0.025283813476562500, 0.016204833984375000, 0.004074096679687500,  ,  0.914 
amazonQ ; 0.025085449218750000, 0.016113281250000000, 0.004089355468750000,  ,  0.861 
amazonQ ; 0.028076171875000000, 0.019470214843750000, 0.003936767578125000,  ,  1.341 
amazonQ ; 0.031188964843750000, 0.021255493164062500, 0.004867553710937500,  ,  1.464 
amazonQ ; 0.060440063476562500, 0.041076660156250000, 0.010101318359375000,  ,  1.173 
amazonQ ; 0.027847290039062500, 0.019378662109375000, 0.003845214843750000,  ,  1.086 
amazonQ ; 0.031433105468750000, 0.021438598632812500, 0.004470825195312500,  ,  1.282 
amazonQ ; 0.029678344726562500, 0.021896362304687500, 0.003173828125000000,  ,  1.009 
amazonQ ; 0.024337768554687500, 0.019897460937500000, 0.000595092773437500,  ,  0.948 
amazonQ ; 0.025787353515625000, 0.020904541015625000, 0.000671386718750000,  ,  1.294 
amazonQ ; 0.027938842773437500, 0.021621704101562500, 0.003967285156250000,  ,  1.247 
amazonQ ; 0.030364990234375000, 0.020782470703125000, 0.004470825195312500,  ,  1.403 
amazonQ ; 0.025695800781250000, 0.016708374023437500, 0.004028320312500000,  ,  0.943 
amazonQ ; 0.025299072265625000, 0.016479492187500000, 0.003860473632812500,  ,  0.88 
amazonQ ; 0.025238037109375000, 0.016250610351562500, 0.004135131835937500,  ,  0.858 
amazonQ ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.798 
amazonQ ; 0.025299072265625000, 0.016830444335937500, 0.004104614257812500,  ,  0.794 
amazonQ ; 0.026062011718750000, 0.017059326171875000, 0.004760742187500000,  ,  1.04 
amazonQ ; 0.031463623046875000, 0.040451049804687500, 0.009918212890625000,  ,  1.278 
amazonQ ; 0.029525756835937500, 0.020568847656250000, 0.004135131835937500,  ,  1.285 
amazonQ ; 0.029296875000000000, 0.019897460937500000, 0.004226684570312500,  ,  0.996 
amazonQ ; 0.029479980468750000, 0.020675659179687500, 0.003585815429687500,  ,  0.967 
amazonQ ; 0.025817871093750000, 0.021438598632812500, 0.000595092773437500,  ,  0.957 
amazonQ ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.765 
amazonQ ; 0.027267456054687500, 0.022979736328125000, 0.000625610351562500,  ,  0.82 
amazonQ ; 0.024246215820312500, 0.040359497070312500, 0.001266479492187500,  ,  1.554 
amazonQ ; 0.028381347656250000, 0.021850585937500000, 0.001937866210937500,  ,  1.299 
amazonQ ; 0.058883666992187500, 0.043991088867187500, 0.006088256835937500,  ,  1.511 
amazonQ ; 0.029937744140625000, 0.020904541015625000, 0.004058837890625000,  ,  1.095 
amazonQ ; 0.029663085937500000, 0.020645141601562500, 0.004058837890625000,  ,  1.017 
amazonQ ; 0.031326293945312500, 0.022064208984375000, 0.004150390625000000,  ,  0.923 
amazonQ ; 0.029403686523437500, 0.021057128906250000, 0.003875732421875000,  ,  0.926 
amazonQ ; 0.030899047851562500, 0.021789550781250000, 0.004516601562500000,  ,  1.088 
amazonQ ; 0.032058715820312500, 0.022186279296875000, 0.005371093750000000,  ,  1.275 
amazonQ ; 0.031280517578125000, 0.021896362304687500, 0.004913330078125000,  ,  1.051 
amazonQ ; 0.028869628906250000, 0.020431518554687500, 0.004013061523437500,  ,  1.049 
amazonQ ; 0.030212402343750000, 0.021179199218750000, 0.004211425781250000,  ,  0.943 
amazonQ ; 0.031311035156250000, 0.022323608398437500, 0.003936767578125000,  ,  1.242 
amazonQ ; 0.023941040039062500, 0.019821166992187500, 0.000595092773437500,  ,  0.86 
amazonQ ; 0.025527954101562500, 0.021392822265625000, 0.000625610351562500,  ,  0.818 
amazonQ ; 0.025711059570312500, 0.021652221679687500, 0.000625610351562500,  ,  0.772 
amazonQ ; 0.025192260742187500, 0.021209716796875000, 0.000595092773437500,  ,  0.844 
amazonQ ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.806 
amazonQ ; 0.024749755859375000, 0.020874023437500000, 0.000610351562500000,  ,  0.786 
amazonQ ; 0.026779174804687500, 0.022460937500000000, 0.000625610351562500,  ,  1.07 
amazonQ ; 0.023086547851562500, 0.019088745117187500, 0.000625610351562500,  ,  0.909 
amazonQ ; 0.025421142578125000, 0.021362304687500000, 0.000625610351562500,  ,  0.791 
amazonQ ; 0.024993896484375000, 0.021102905273437500, 0.000610351562500000,  ,  0.758 
amazonQ ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.767 
amazonQ ; 0.025741577148437500, 0.021697998046875000, 0.000610351562500000,  ,  0.752 
amazonQ ; 0.025314331054687500, 0.021286010742187500, 0.000610351562500000,  ,  1.229 
amazonQ ; 0.025970458984375000, 0.021759033203125000, 0.000640869140625000,  ,  0.886 
amazonQ ; 0.025375366210937500, 0.021697998046875000, 0.000091552734375000,  ,  0.966 
amazonQ ; 0.025756835937500000, 0.022018432617187500, 0.000091552734375000,  ,  0.797 
amazonQ ; 0.024658203125000000, 0.021194458007812500, 0.000091552734375000,  ,  0.802 
amazonQ ; 0.023941040039062500, 0.020538330078125000, 0.000091552734375000,  ,  0.81 
amazonQ ; 0.025863647460937500, 0.022094726562500000, 0.000091552734375000,  ,  1.107 
amazonQ ; 0.025009155273437500, 0.021347045898437500, 0.000091552734375000,  ,  0.829 
amazonQ ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.893 
amazonQ ; 0.026611328125000000, 0.022445678710937500, 0.000091552734375000,  ,  0.861 
amazonQ ; 0.026763916015625000, 0.022583007812500000, 0.000091552734375000,  ,  0.856 
amazonQ ; 0.027725219726562500, 0.023437500000000000, 0.000091552734375000,  ,  0.858 
amazonQ ; 0.026657104492187500, 0.022460937500000000, 0.000091552734375000,  ,  0.953 
amazonQ ; 0.024749755859375000, 0.020919799804687500, 0.000091552734375000,  ,  0.838 
amazonQ ; 0.024902343750000000, 0.020996093750000000, 0.000091552734375000,  ,  1.034 
amazonQ ; 0.025985717773437500, 0.022064208984375000, 0.000091552734375000,  ,  0.949 
amazonQ ; 0.025115966796875000, 0.020980834960937500, 0.000091552734375000,  ,  1.089 
amazonQ ; 0.025390625000000000, 0.021377563476562500, 0.000091552734375000,  ,  0.928 
amazonQ ; 0.023605346679687500, 0.019546508789062500, 0.000091552734375000,  ,  1.161 
amazonQ ; 0.024353027343750000, 0.020217895507812500, 0.000091552734375000,  ,  1.15 
amazonQ ; 0.023681640625000000, 0.020111083984375000, 0.000091552734375000,  ,  1.011 
amazonQ ; 0.023513793945312500, 0.019866943359375000, 0.000091552734375000,  ,  0.972 
amazonQ ; 0.024200439453125000, 0.020065307617187500, 0.000091552734375000,  ,  1.138 
amazonQ ; 0.027542114257812500, 0.021209716796875000, 0.002075195312500000,  ,  1.202 
amazonQ ; 0.053176879882812500, 0.043472290039062500, 0.001235961914062500,  ,  1.317 
amazonQ ; 0.028366088867187500, 0.020889282226562500, 0.003097534179687500,  ,  1.455 
amazonQ ; 0.030487060546875000, 0.020538330078125000, 0.004577636718750000,  ,  1.192 
amazonQ ; 0.029525756835937500, 0.020507812500000000, 0.003982543945312500,  ,  1.056 
amazonQ ; 0.058547973632812500, 0.040222167968750000, 0.007904052734375000,  ,  1.557 
